Time (ns),Distance (Å)
52.400,4.412
52.410,4.561
52.420,5.030
52.430,4.190
52.440,4.260
52.450,4.764
52.460,5.015
52.470,4.571
52.480,4.511
52.490,4.928
52.500,4.455
52.510,4.163
52.520,4.067
52.530,4.532
52.540,4.716
52.550,4.519
52.560,4.637
52.570,4.267
52.580,4.630
52.590,4.459
52.600,4.324
52.610,4.947
52.620,4.136
52.630,4.264
52.640,4.274
52.650,4.221
52.660,4.314
52.670,4.336
52.680,4.533
52.690,4.149
52.700,4.300
52.710,4.271
52.720,4.447
52.730,4.744
52.740,4.314
52.750,4.560
52.760,4.656
52.770,4.554
52.780,4.520
52.790,4.657
52.800,4.300
52.810,4.770
52.820,4.229
52.830,4.800
52.840,4.586
52.850,4.971
52.860,4.690
52.870,4.491
52.880,4.193
52.890,4.079
52.900,4.649
52.910,4.350
52.920,4.636
52.930,4.281
52.940,4.950
52.950,4.825
52.960,4.449
52.970,4.569
52.980,4.777
52.990,5.114
53.000,4.669
53.010,4.085
53.020,4.729
53.030,4.552
53.040,4.933
53.050,4.709
53.060,4.249
53.070,4.533
53.080,4.343
53.090,4.390
53.100,4.643
53.110,4.813
53.120,4.444
53.130,4.847
53.140,4.702
53.150,4.699
53.160,4.405
53.170,4.720
53.180,4.775
53.190,4.636
53.200,4.480
53.210,4.863
53.220,4.450
53.230,3.705
53.240,4.028
53.250,4.272
53.260,3.846
53.270,4.566
53.280,4.056
53.290,4.443
53.300,4.278
53.310,4.855
53.320,4.430
53.330,4.814
53.340,4.819
53.350,4.464
53.360,5.022
53.370,4.746
53.380,4.790
53.390,4.855
53.400,4.787
53.410,4.413
53.420,4.425
53.430,4.694
53.440,4.687
53.450,4.410
53.460,4.565
53.470,4.661
53.480,4.721
53.490,4.768
53.500,4.636
53.510,4.322
53.520,4.113
53.530,4.960
53.540,4.712
53.550,4.752
53.560,4.326
53.570,4.400
53.580,4.787
53.590,5.066
53.600,4.577
53.610,4.574
53.620,4.902
53.630,4.953
53.640,4.897
53.650,4.893
53.660,4.713
53.670,4.365
53.680,4.563
53.690,4.654
53.700,5.035
53.710,4.621
53.720,5.101
53.730,4.636
53.740,4.394
53.750,4.784
53.760,4.770
53.770,4.430
53.780,3.884
53.790,4.781
53.800,4.559
53.810,4.244
53.820,4.321
53.830,4.539
53.840,4.396
53.850,4.521
53.860,4.244
53.870,3.910
53.880,4.404
53.890,4.066
53.900,4.265
53.910,4.498
53.920,4.755
53.930,3.623
53.940,4.124
53.950,4.418
53.960,3.890
53.970,4.267
53.980,4.767
53.990,4.746
54.000,5.022
54.010,4.571
54.020,4.852
54.030,4.448
54.040,5.086
54.050,4.814
54.060,4.642
54.070,4.273
54.080,5.044
54.090,4.486
54.100,4.914
54.110,4.685
54.120,4.389
54.130,4.719
54.140,4.819
54.150,4.684
54.160,4.799
54.170,4.025
54.180,4.803
54.190,4.574
54.200,4.446
54.210,4.278
54.220,4.869
54.230,4.484
54.240,4.790
54.250,5.087
54.260,4.705
54.270,4.323
54.280,4.570
54.290,4.502
54.300,4.615
54.310,4.429
54.320,4.400
54.330,4.549
54.340,4.474
54.350,4.310
54.360,4.363
54.370,4.214
54.380,4.846
54.390,4.650
54.400,4.237
54.410,4.469
54.420,4.404
54.430,4.360
54.440,4.242
54.450,4.247
54.460,4.552
54.470,4.962
54.480,4.253
54.490,4.462
54.500,4.529
54.510,4.713
54.520,4.433
54.530,4.833
54.540,4.843
54.550,4.636
54.560,4.577
54.570,4.282
54.580,4.595
54.590,4.631
54.600,4.422
54.610,4.504
54.620,4.516
54.630,4.488
54.640,4.942
54.650,4.605
54.660,4.673
54.670,4.454
54.680,4.194
54.690,4.612
54.700,4.212
54.710,4.664
54.720,4.451
54.730,4.550
54.740,4.903
54.750,4.459
54.760,4.505
54.770,4.829
54.780,4.630
54.790,4.515
54.800,4.538
54.810,4.426
54.820,4.580
54.830,4.131
54.840,4.540
54.850,5.149
54.860,4.534
54.870,4.614
54.880,4.872
54.890,4.845
54.900,4.733
54.910,4.292
54.920,4.234
54.930,4.164
54.940,4.254
54.950,4.632
54.960,3.775
54.970,4.006
54.980,4.381
54.990,4.502
55.000,4.144
55.010,4.419
55.020,4.077
55.030,4.516
55.040,4.312
55.050,4.611
55.060,4.444
55.070,4.548
55.080,4.584
55.090,4.222
55.100,4.242
55.110,4.003
55.120,4.260
55.130,4.410
55.140,4.611
55.150,4.352
55.160,4.018
55.170,4.026
55.180,4.144
55.190,4.248
55.200,4.440
55.210,4.056
55.220,4.335
55.230,4.118
55.240,4.148
55.250,4.483
55.260,4.038
55.270,3.955
55.280,4.111
55.290,4.272
55.300,3.574
55.310,3.724
55.320,3.996
55.330,4.243
55.340,3.900
55.350,4.437
55.360,3.703
55.370,3.815
55.380,3.896
55.390,3.877
55.400,4.134
55.410,4.222
55.420,4.205
55.430,3.865
55.440,4.267
55.450,4.040
55.460,3.949
55.470,4.116
55.480,4.183
55.490,4.145
55.500,3.913
55.510,4.204
55.520,4.224
55.530,3.899
55.540,3.791
55.550,4.041
55.560,4.135
55.570,4.147
55.580,4.101
55.590,4.458
55.600,4.192
55.610,3.826
55.620,3.952
55.630,4.383
55.640,4.137
55.650,3.586
55.660,4.003
55.670,4.197
55.680,3.991
55.690,3.990
55.700,4.167
55.710,4.222
55.720,4.152
55.730,3.772
55.740,4.008
55.750,4.126
55.760,3.627
55.770,4.114
55.780,3.742
55.790,4.185
55.800,4.019
55.810,3.986
55.820,4.399
55.830,4.028
55.840,3.970
55.850,4.059
55.860,3.932
55.870,4.258
55.880,4.176
55.890,4.311
55.900,3.556
55.910,4.499
55.920,4.148
55.930,3.899
55.940,4.035
55.950,3.697
55.960,4.051
55.970,4.208
55.980,4.326
55.990,4.212
56.000,4.316
56.010,3.901
